track_name,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Washing Machine Heart,Mitski,86,0.613,0.822,9,-4.087,1,0.026,0.0092,0.506,0.429,0.567,105.997
Warsh_Tippy and Zelda,"Whatever, Dad",0,0.416,0.0818,7,-21.559,1,0.0332,0.747,0.317,0.118,0.0645,128.607
War Pigs / Luke's Wall - 2012 - Remaster,Black Sabbath,66,0.332,0.623,9,-12.363,1,0.08,0.222,0.000895,0.278,0.413,183.097
War of the Roses,T.Lucas,13,0.426,0.893,11,-6.585,1,0.329,0.0492,0.0,0.338,0.71,76.894
Warmth of You,Planning For Burial,45,0.447,0.711,9,-6.514,1,0.0288,2.25e-05,0.788,0.113,0.162,105.27
Warmth,ford.,51,0.521,0.821,10,-3.899,0,0.214,0.0978,0.096,0.373,0.249,105.035
Warm (feat. Mia),Dre'es,0,0.662,0.297,8,-14.525,1,0.0301,0.888,0.108,0.119,0.434,94.023
Warm Animal,Sure Sure,0,0.791,0.377,5,-8.889,1,0.0672,0.0822,0.00221,0.0483,0.758,137.908
Warm,Dre'es,64,0.662,0.296,8,-14.525,1,0.0301,0.887,0.111,0.119,0.434,94.024
"war is evil, We Should All Be Pacifists.",Perry Maysun,17,0.478,0.644,1,-9.024,0,0.171,0.322,0.0,0.171,0.502,122.359
War Baby,Roddy Ricch,58,0.663,0.706,5,-6.97,0,0.329,0.337,0.0,0.113,0.244,74.836
WAR,Kayzo,26,0.374,0.967,2,0.219,1,0.0855,0.00458,0.0,0.108,0.197,180.01
Want U Back,Cher Lloyd,63,0.694,0.891,9,-2.94,1,0.0949,0.0562,0.0,0.561,0.563,97.939
Want Some More (feat. Kodak Black),Jackboy,53,0.801,0.427,0,-10.594,1,0.286,0.223,0.0,0.11,0.255,84.949
Wants and Needs (feat. Lil Baby),Drake,82,0.578,0.449,1,-6.349,1,0.286,0.0618,2.17e-06,0.119,0.1,136.006
Want Her,Mustard,46,0.828,0.607,1,-6.241,1,0.0432,0.0769,0.000683,0.108,0.409,101.012
Wanted You (feat. Lil Uzi Vert),NAV,54,0.795,0.728,9,-4.712,0,0.0544,0.207,0.0,0.237,0.582,146.979
WANTED U,Joji,69,0.305,0.715,7,-7.54,1,0.0554,0.105,0.0495,0.0906,0.29,82.977
Wanted Dead Or Alive,Bon Jovi,77,0.252,0.802,7,-3.976,1,0.0391,0.13,0.0146,0.309,0.253,150.056
Wanted,Midrift,32,0.284,0.55,5,-8.204,0,0.0371,0.0954,0.943,0.446,0.33,125.309
Wanna Know Remix (feat. Drake),Dave,4,0.717,0.507,4,-8.595,0,0.0445,0.0741,3.21e-05,0.241,0.198,100.017
Wanna Be Loved,Joey Bada$$,51,0.587,0.589,10,-8.683,0,0.326,0.0894,0.0,0.0982,0.671,83.529
Wandered To LA (with Justin Bieber),Juice WRLD,3,0.687,0.643,0,-4.763,1,0.0406,0.0518,3.31e-06,0.11,0.418,135.068
WAM,A$AP Ferg,45,0.837,0.626,1,-4.697,0,0.212,0.0675,0.0,0.257,0.114,95.987
Waltz #2 (XO),Elliott Smith,61,0.633,0.49,10,-7.668,1,0.0255,0.395,6.92e-05,0.0886,0.66,132.178
Waltz #1,Elliott Smith,44,0.454,0.31,1,-16.167,1,0.0309,0.858,0.0134,0.0848,0.116,118.814
#WALKUP,reaptokyo,25,0.366,0.412,7,-11.004,1,0.108,0.00107,0.764,0.104,0.592,79.124
Walk This Way,Aerosmith,19,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705
Walk (Remix),Comethazine,0,0.813,0.586,2,-10.478,1,0.379,0.0547,0.0,0.238,0.798,160.043
Walk On By,Thundercat,66,0.825,0.302,8,-11.651,1,0.282,0.204,0.0,0.0762,0.747,94.956
Walk It Talk It,Migos,77,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914
Walking On Sunshine,Aly & AJ,47,0.65,0.961,9,-3.208,1,0.0392,0.0131,0.0,0.0725,0.943,108.992
Walking On A Dream,Empire of the Sun,81,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975
Walking After You,Foo Fighters,58,0.325,0.571,4,-10.701,1,0.0259,0.74,0.557,0.0802,0.352,108.651
Walkin,Denzel Curry,71,0.557,0.654,11,-7.201,0,0.196,0.134,0.0,0.291,0.386,135.983
Walker Texas Ranger,DaBaby,45,0.873,0.682,11,-5.869,0,0.377,0.025,0.0,0.0685,0.799,157.943
Walk Em Down (feat. Roddy Ricch),NLE Choppa,0,0.867,0.744,2,-5.171,1,0.227,0.268,0.0,0.0713,0.645,84.005
Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa],Metro Boomin,71,0.521,0.526,1,-8.691,1,0.276,0.131,0.000577,0.173,0.179,161.571
Walk Away,Eliminate,34,0.694,0.794,8,-1.444,1,0.0492,0.0372,0.525,0.119,0.559,150.0
Waking Up In Vegas,Katy Perry,51,0.524,0.878,5,-3.108,0,0.0346,0.0012,0.0,0.098,0.59,130.989
Wake Up in the Sky,Gucci Mane,80,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01
Wake Up Alone,Amy Winehouse,51,0.384,0.527,11,-5.294,0,0.0269,0.542,0.0,0.156,0.222,100.73
WAKE UP,Travis Scott,70,0.741,0.645,11,-5.116,0,0.0963,0.192,0.0,0.163,0.488,149.07
Wake Up,Hilary Duff,48,0.63,0.825,4,-4.683,1,0.0447,0.0622,1.58e-06,0.215,0.285,120.829
Wake Me up When September Ends,Green Day,81,0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98
Wake Me up in Traffic (feat. 03 Greedo and Drakeo the Ruler),Shoreline Mafia,51,0.745,0.633,1,-6.873,1,0.0342,0.00231,0.0,0.102,0.208,98.037
Wake Me Up Before You Go-Go,Wham!,0,0.618,0.764,0,-6.027,1,0.0562,0.186,0.0,0.12,0.876,81.366
Wake Me Up,Ed Sheeran,54,0.616,0.209,9,-13.43,1,0.406,0.902,0.0,0.139,0.336,86.891
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,8,0.766,0.873,11,-6.381,0,0.143,0.00627,0.0,0.0764,0.743,126.988
Waiting Room,Phoebe Bridgers,73,0.531,0.289,2,-10.065,1,0.0286,0.339,0.000376,0.134,0.119,129.747
Waiting Room,Fugazi,0,0.616,0.727,1,-8.176,0,0.0365,0.00401,0.86,0.157,0.54,92.259
Waiting on the Summer,VHS Collection,0,0.553,0.811,4,-5.832,1,0.111,0.0449,0.0,0.101,0.629,104.988
Waiting In Vain,Bob Marley & The Wailers,59,0.838,0.453,8,-11.536,1,0.31,0.025,2.42e-05,0.116,0.815,78.837
Waiting Game,BANKS,39,0.334,0.397,5,-10.313,0,0.0328,0.658,0.00014,0.136,0.225,129.127
Waiting,Make His Ribs Show,27,0.575,0.553,6,-16.432,0,0.0426,0.907,0.608,0.0722,0.334,130.022
waiting,slowcure,27,0.458,0.921,8,-4.216,0,0.0634,5.25e-05,2.53e-06,0.245,0.122,92.403
WAIT FOR U (feat. Drake & Tems),Future,86,0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389
Wait For A Minute,Tyga,53,0.593,0.34,4,-10.516,0,0.138,0.0895,2.65e-06,0.113,0.423,99.905
Wait and Bleed,Slipknot,69,0.382,0.996,7,-4.119,1,0.104,0.00208,0.0,0.417,0.327,93.345
Wait a Minute!,WILLOW,82,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003
Wait 2.0,NoMBe,0,0.752,0.466,4,-10.928,0,0.0429,0.03,0.0601,0.16,0.243,104.996
Wait,NoMBe,1,0.762,0.459,4,-8.202,0,0.0672,0.219,0.0157,0.168,0.185,98.006
Wait,M83,64,0.437,0.229,2,-10.514,1,0.0308,0.221,0.0599,0.0935,0.0754,147.911
Waffles,"Whatever, Dad",61,0.384,0.537,9,-17.558,1,0.0505,0.573,0.835,0.115,0.133,140.617
WACKOS!,Perry Maysun,15,0.498,0.684,11,-7.78,1,0.352,0.022,0.0,0.217,0.785,87.763
Vultures,Chee,37,0.493,0.68,2,-7.679,0,0.5,0.0313,0.0168,0.137,0.314,139.91
Vultures,¥$,80,0.712,0.554,1,-6.982,0,0.211,0.157,0.0,0.12,0.535,146.086
Vroom Vroom,Charli XCX,65,0.836,0.684,11,-5.818,1,0.241,0.122,0.0,0.0854,0.514,151.007
vpn,Lil Ugly Mane,38,0.563,0.966,2,-3.796,1,0.137,0.0968,0.00057,0.453,0.531,102.007
Vowels (and the Importance of Being Me),HUNNY,56,0.484,0.875,4,-5.237,1,0.0541,0.00154,9.64e-05,0.169,0.724,150.021
Voulez-Vous,ABBA,72,0.708,0.774,11,-6.931,0,0.0372,0.149,0.00109,0.169,0.903,126.636
Voodoo Chile,Jimi Hendrix,51,0.298,0.753,0,-7.417,0,0.0894,0.248,0.148,0.112,0.32,164.991
Voodoo Child (Slight Return),Jimi Hendrix,69,0.214,0.91,8,-6.662,1,0.389,0.477,0.00833,0.0517,0.448,175.549
Vomitspit,MF DOOM,64,0.602,0.827,10,-5.677,0,0.217,0.147,0.0,0.393,0.844,92.993
VOMIT!,Perry Maysun,18,0.528,0.86,5,-8.214,0,0.273,0.02,0.0,0.501,0.583,125.386
Void in Blue,Glare,47,0.28,0.486,11,-7.615,1,0.0297,0.00255,0.133,0.125,0.0377,81.247
Void,The Neighbourhood,70,0.534,0.582,5,-7.912,1,0.0401,0.047,0.0328,0.0883,0.346,84.183
Voicestress,Truth Enola,19,0.805,0.647,10,-5.483,0,0.281,0.0168,0.00638,0.0899,0.723,89.759
Voices In My Head/Stick To The Plan,Big Sean,47,0.472,0.541,1,-8.513,1,0.231,0.141,1.21e-06,0.477,0.128,145.12
VOICES (feat. XXXTENTACION),Skye,56,0.678,0.672,0,-5.688,1,0.0302,0.00959,0.0,0.0868,0.625,136.933
Vogue,Madonna,29,0.737,0.88,6,-6.449,1,0.0433,0.00379,0.00351,0.417,0.329,115.998
Vixen,Miguel,64,0.427,0.499,0,-6.213,0,0.0601,0.392,0.0,0.389,0.338,82.523
Viva La Vida,Coldplay,88,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015
Visions,Wiz Khalifa,0,0.435,0.83,7,-6.261,1,0.448,0.00561,6.73e-05,0.342,0.392,80.652
Vision (feat. Zelooperz),Earl Sweatshirt,45,0.572,0.817,9,-4.444,1,0.39,0.141,1.02e-06,0.965,0.477,107.975
Virginia Beach,Drake,73,0.4,0.505,1,-7.282,0,0.0475,0.101,0.0,0.203,0.202,122.389
Virgil,Quality Control,38,0.908,0.648,7,-5.218,0,0.343,0.231,0.0,0.104,0.374,138.992
Violets for Roses,Lana Del Rey,64,0.513,0.21,10,-10.472,1,0.0301,0.922,0.0,0.123,0.14,88.021
Violent Crimes,Kanye West,85,0.669,0.419,1,-6.724,0,0.522,0.376,0.0,0.187,0.0397,109.813
Violent,carolesdaughter,69,0.797,0.755,2,-5.393,1,0.0293,0.331,2.26e-06,0.124,0.411,129.955
Violence),Dijon,47,0.465,0.595,7,-3.644,1,0.0458,0.338,0.0,0.324,0.199,132.617
VINTAGE DIOR,$NOT,49,0.716,0.414,10,-12.536,1,0.34,0.874,4.2e-05,0.136,0.698,147.974
Ville Mentality,J. Cole,65,0.87,0.386,7,-7.843,0,0.0684,0.745,0.00013,0.122,0.642,119.91
Villain,Maisie Peters,47,0.539,0.677,9,-6.385,1,0.058,0.431,0.000178,0.0939,0.254,165.96
Vigilante Shit,Taylor Swift,69,0.87,0.279,4,-11.134,0,0.364,0.16,1.74e-05,0.121,0.16,79.996
Views,Drake,62,0.395,0.852,5,-5.896,1,0.37,0.0657,0.0,0.262,0.112,76.428
Vienna,Billy Joel,81,0.532,0.495,10,-6.662,1,0.0343,0.659,0.0,0.0754,0.308,124.936
Video Phone,Beyoncé,49,0.479,0.763,8,-8.954,1,0.178,0.00242,0.0353,0.383,0.608,84.769
Video Killed The Radio Star,The Buggles,73,0.68,0.678,1,-11.548,1,0.0754,0.103,0.00828,0.204,0.251,131.165
Video Games,Lana Del Rey,55,0.39,0.255,6,-9.676,0,0.0299,0.806,1.14e-06,0.0887,0.179,122.056
victory lap,Diz,38,0.327,0.823,8,-5.839,1,0.0792,0.316,0.000168,0.266,0.798,145.277
Vicodin,CVBZ,25,0.642,0.776,10,-5.216,0,0.135,0.0715,0.0,0.146,0.759,102.995
Vicodin,NAV,54,0.759,0.537,0,-5.865,1,0.347,0.334,0.0,0.166,0.299,160.951
vice city,XXXTENTACION,71,0.853,0.467,9,-6.843,0,0.195,0.00596,0.00171,0.203,0.329,87.023
Vibin' Out,FKJ,65,0.41,0.169,3,-11.422,1,0.0485,0.847,0.00327,0.117,0.208,89.494
The Very Old Man,Hum,34,0.457,0.0451,0,-33.237,1,0.038,0.944,0.365,0.0999,0.213,130.962
Very Ape,Nirvana,62,0.262,0.886,1,-9.392,1,0.0336,3.11e-06,0.368,0.188,0.965,152.09
Versace (Remix),Migos,58,0.845,0.705,6,-4.271,0,0.243,0.0218,0.0,0.339,0.334,132.05
Versace on the Floor,Bruno Mars,82,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.152
vent,Baby Keem,71,0.896,0.377,9,-5.502,1,0.0935,0.0123,1.43e-06,0.115,0.255,113.886
Venice Bitch,Lana Del Rey,0,0.388,0.296,9,-13.04,0,0.0301,0.916,0.267,0.105,0.294,78.785
Vengeance,DaBoii,26,0.833,0.534,7,-7.26,0,0.45,0.269,0.0,0.561,0.827,81.016
Venetia,Lil Uzi Vert,60,0.775,0.757,9,-4.139,1,0.175,0.162,0.0,0.148,0.562,142.933
Velvet Elvis,Kacey Musgraves,56,0.677,0.616,1,-5.241,1,0.032,0.173,0.0,0.0427,0.736,89.988
veggies,Yung Bruh,0,0.778,0.409,2,-11.275,1,0.0793,0.046,0.0,0.0725,0.0601,119.961
Va Va Voom,Nicki Minaj,44,0.647,0.807,8,-3.802,1,0.0317,0.0659,0.0049,0.237,0.696,126.88
Vault,Excision,44,0.42,0.962,1,-1.892,1,0.611,0.00781,0.0128,0.372,0.147,160.022
Vaudeville Villain,Viktor Vaughn,58,0.613,0.94,9,-5.566,1,0.198,0.00896,0.0,0.83,0.35,94.957
Vas,jagger finn,76,0.514,0.424,0,-10.645,1,0.0282,0.918,0.849,0.126,0.416,71.114
The Vapors,Jhené Aiko,51,0.612,0.494,11,-10.365,0,0.0606,0.0123,2.7e-05,0.102,0.147,147.964
Vans,The Pack,41,0.892,0.452,4,-7.882,0,0.351,0.105,7.29e-06,0.0685,0.392,102.052
Vanilla Twilight,Owl City,62,0.582,0.529,11,-7.637,1,0.0248,0.00961,0.000554,0.113,0.567,166.134
vampire love,Yung Bruh,11,0.609,0.528,8,-11.097,0,0.0792,0.143,0.0,0.276,0.753,119.97
Vamp Anthem,Playboi Carti,78,0.642,0.69,11,-5.101,1,0.261,0.00599,1.3e-06,0.322,0.641,164.075
"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,0,0.757,0.367,5,-5.759,0,0.0354,0.736,0.0,0.157,0.681,96.008
Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,52,0.699,0.83,1,-4.898,1,0.0633,0.00243,0.00024,0.0995,0.889,105.809
Vagabond (feat. Czarface),MISSIO,29,0.608,0.811,4,-6.686,0,0.155,0.0488,2.14e-05,0.346,0.688,150.062
V. 3005,Childish Gambino,0,0.624,0.46,6,-6.403,0,0.287,0.126,0.0,0.0871,0.643,166.033
V12 (feat. Lil Uzi Vert),iann dior,38,0.705,0.681,4,-3.286,0,0.148,0.411,0.0,0.121,0.626,164.941
Uzi Edward$,Black Kray,34,0.62,0.76,2,-6.449,1,0.497,0.413,0.0,0.33,0.726,170.734
U With Me?,Drake,63,0.429,0.43,2,-11.373,1,0.165,0.338,1.18e-05,0.138,0.125,174.983
"U,U,D,D,L,R,L,R,A,B,Select,Start",Deftones,42,0.543,0.631,2,-9.604,1,0.029,0.409,0.799,0.111,0.0902,115.924
UTAH,SVDDEN DEATH,31,0.431,0.767,6,-3.343,1,0.0661,0.114,0.0064,0.085,0.331,139.532
Using,Sorority Noise,1,0.741,0.526,1,-7.001,0,0.052,0.217,3.61e-06,0.185,0.548,119.944
Use Somebody,Kings of Leon,80,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028
Use Me,Kevin Abstract,37,0.688,0.532,4,-9.702,0,0.203,0.187,0.00695,0.0963,0.338,145.06
Used to Know Me,Charli XCX,40,0.711,0.931,1,-4.042,1,0.0323,0.0914,4.41e-05,0.0892,0.775,118.009
Used To,Juice WRLD,72,0.631,0.709,2,-4.666,1,0.0505,0.0963,0.0,0.376,0.2,84.504
Used 2,Lil Wayne,50,0.677,0.665,5,-6.949,1,0.487,0.337,0.0,0.115,0.522,87.637
"U Say (feat. Tyler, The Creator & Jay Prince)",GoldLink,60,0.926,0.68,2,-7.689,1,0.196,0.0471,0.000125,0.119,0.458,114.981
USA Lullaby,Show Me the Body,32,0.236,0.948,5,-2.923,1,0.128,0.0353,0.0,0.349,0.0775,153.615
Us Against the World,Play,47,0.779,0.798,4,-3.249,1,0.0279,0.114,0.000577,0.311,0.817,114.128
USA,Lil Darkie,41,0.685,0.927,7,-3.339,1,0.0821,0.131,0.0,0.125,0.526,109.361
Ur Best Friend (with Kehlani),Kiana Ledé,57,0.565,0.531,2,-6.09,1,0.197,0.497,1.94e-06,0.102,0.237,129.424
Urantia,Deftones,55,0.297,0.908,5,-3.173,0,0.0415,9.95e-06,0.848,0.14,0.27,110.936
Ur1,Electro Group,0,0.408,0.812,2,-6.687,1,0.0302,0.00264,0.915,0.0857,0.627,161.979
Up Up & Away,Kid Cudi,47,0.66,0.881,10,-6.119,0,0.0849,0.0722,3.4e-05,0.362,0.586,120.017
Uptown / Bustdown (feat. PnB Rock and Lil Durk),A Boogie Wit da Hoodie,53,0.503,0.751,6,-5.785,0,0.35,0.215,0.0,0.0551,0.324,90.04
Up To Something (feat. Travis Scott & Young Thug),Metro Boomin,59,0.799,0.616,1,-8.809,1,0.157,0.319,0.0,0.134,0.667,114.014
UP THE SMOKE (with Offset),Stunna 4 Vegas,0,0.907,0.765,4,-7.043,1,0.426,0.0512,0.0,0.153,0.896,142.992
Uproar,Lil Wayne,67,0.743,0.87,1,-2.188,1,0.212,0.0595,0.0,0.299,0.884,99.079
Up Now (feat. G-Eazy and Rich The Kid),Saweetie,44,0.956,0.544,1,-6.41,1,0.0822,0.00294,0.0,0.104,0.127,104.011
Up Like Trump,Rae Sremmurd,45,0.832,0.641,1,-2.672,1,0.0458,0.0465,3.2e-06,0.337,0.232,133.06
Up in Flames,Łaszewo,39,0.792,0.451,3,-5.878,0,0.0456,0.378,0.0,0.086,0.378,141.0
Up In Arms,Foo Fighters,53,0.262,0.885,0,-5.288,1,0.0831,0.000359,0.00426,0.254,0.178,166.645
Upgrade U (feat. Jay-Z),Beyoncé,58,0.474,0.683,7,-5.585,1,0.397,0.00161,0.000123,0.309,0.509,169.51
UP! (Beat The P*ssy UP) [Street],LoveRance,52,0.881,0.416,1,-13.488,1,0.158,0.322,0.0,0.0927,0.468,96.997
Up Around The Bend,Creedence Clearwater Revival,75,0.606,0.908,2,-5.736,1,0.037,0.00532,0.823,0.245,0.773,130.12
Up And Down,Doja Cat,62,0.829,0.761,10,-4.882,0,0.117,0.186,7.78e-06,0.0705,0.67,74.979
Up All Night,Khalid,62,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00333,0.102,0.669,93.992
Up All Night,One Direction,0,0.6,0.932,0,-2.16,1,0.0576,0.0227,0.0,0.527,0.569,139.048
Up All Night,Drake,67,0.606,0.811,7,-4.667,1,0.278,0.00782,1.49e-05,0.349,0.276,156.347
UP,EARTHGANG,45,0.703,0.692,4,-6.26,0,0.168,0.343,0.0,0.382,0.659,155.992
Up,NAV,59,0.66,0.491,8,-6.645,0,0.101,0.0338,0.0,0.101,0.376,154.132
Unwritten,Natasha Bedingfield,1,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011
Unwind,Electro Group,0,0.516,0.725,2,-5.963,1,0.0378,0.000989,0.238,0.272,0.402,120.206
Untouched,The Veronicas,42,0.557,0.817,6,-3.721,0,0.238,0.0169,0.0215,0.139,0.508,177.001
Untitled Piano - Instrumental,alex g online,0,0.545,0.0594,9,-26.858,1,0.0346,0.98,0.893,0.108,0.217,95.978
Untitled - Instrumental,alex g online,0,0.58,0.191,2,-11.164,1,0.126,0.649,0.891,0.127,0.332,200.309
Untitled 84,Duster,39,0.716,0.74,11,-8.011,0,0.0335,0.19,0.979,0.122,0.866,111.485
untitled 08 | 09.06.2014.,Kendrick Lamar,65,0.85,0.524,11,-9.375,0,0.204,0.25,2.46e-06,0.114,0.686,120.004
untitled 07 | 2014 - 2016,Kendrick Lamar,57,0.567,0.463,6,-11.669,0,0.504,0.732,0.0,0.709,0.324,126.982
untitled 06 | 06.30.2014.,Kendrick Lamar,58,0.669,0.541,4,-11.291,0,0.0461,0.0992,7.69e-06,0.254,0.645,89.083
untitled 05 | 09.21.2014.,Kendrick Lamar,57,0.461,0.62,0,-9.822,1,0.496,0.321,0.0,0.151,0.422,153.941
untitled 04 | 08.14.2014.,Kendrick Lamar,50,0.512,0.128,4,-21.49,0,0.252,0.864,0.0,0.512,0.219,103.056
untitled 03 | 05.28.2013.,Kendrick Lamar,58,0.813,0.549,5,-12.427,0,0.269,0.608,1e-06,0.129,0.562,103.914
untitled 02 | 06.23.2014.,Kendrick Lamar,65,0.667,0.508,5,-10.337,1,0.451,0.341,0.0,0.644,0.093,89.436
Untitled,Eleni Drake,0,0.605,0.399,8,-8.597,0,0.0426,0.823,0.058,0.127,0.202,74.049
Untitled,Mk.gee,42,0.713,0.505,8,-9.504,1,0.0365,0.217,0.113,0.1,0.583,101.983
Until I Met You (feat. Nas),Alina Baraz,42,0.43,0.721,11,-6.818,0,0.107,0.293,4.49e-05,0.139,0.214,82.634
Until I Bleed Out,The Weeknd,0,0.248,0.393,0,-9.881,0,0.0362,0.422,2.63e-05,0.0855,0.149,115.186
Until,Steven Jame$,37,0.556,0.677,5,-7.012,0,0.481,0.861,0.0469,0.147,0.575,160.3
Unstoppable (feat. Santigold & Lil Wayne),Drake,48,0.774,0.912,2,-2.787,0,0.347,0.165,0.0,0.745,0.821,150.083
Unsteady,X Ambassadors,76,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055
unscrewed,slowcure,15,0.501,0.968,0,-3.834,1,0.136,0.0266,0.708,0.364,0.488,163.06
Unrequited Love (& other clichés),Breakup Shoes,58,0.385,0.468,4,-9.588,1,0.0251,0.291,0.0293,0.0892,0.248,81.331
unrequited,Midrift,50,0.328,0.813,5,-7.99,1,0.0753,0.0846,0.388,0.595,0.257,154.995
Unrecovery,Duster,52,0.569,0.66,5,-6.945,0,0.026,0.565,0.828,0.151,0.469,96.019
Unpretty,TLC,63,0.648,0.622,7,-6.063,1,0.0428,0.00152,5.97e-05,0.109,0.51,88.684
Unmade,Thom Yorke,55,0.335,0.304,9,-11.962,0,0.0324,0.974,0.941,0.0644,0.119,96.115
Unloyal (with Ari Lennox),Summer Walker,63,0.805,0.51,4,-6.179,0,0.0569,0.0357,0.000469,0.108,0.36,127.983
Unlock The Swag,Rae Sremmurd,40,0.922,0.54,6,-5.917,0,0.0677,0.135,1.32e-05,0.0772,0.255,113.969
Unlock It (feat. Playboi Carti),ABRA,58,0.734,0.87,3,-2.946,1,0.0383,0.0506,0.0,0.133,0.899,155.971
Unknown / Nth,Hozier,73,0.475,0.178,7,-9.976,1,0.0347,0.745,0.000189,0.0899,0.23,136.687
United In Grief,Kendrick Lamar,1,0.529,0.845,8,-8.142,1,0.404,0.244,0.0,0.143,0.331,85.63
Uninvited (feat. Da Looie Crew),Mac Dre,31,0.916,0.674,10,-5.674,0,0.284,0.0464,0.0,0.0808,0.803,93.944
Unicorn Purp (feat. Young Thug & Gunna),Future,53,0.833,0.761,11,-4.905,1,0.195,0.0158,1.41e-06,0.161,0.377,134.047
U.N.I.,Ed Sheeran,54,0.422,0.405,6,-11.126,1,0.101,0.323,0.0,0.15,0.578,74.13
Unholy (feat. Kim Petras),Sam Smith,81,0.712,0.463,2,-7.399,1,0.0797,0.011,2.96e-06,0.301,0.206,131.199
Unforgettable,French Montana,86,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985
UnFazed (feat. The Weeknd),Lil Uzi Vert,59,0.778,0.707,4,-3.606,0,0.0746,0.0459,0.0,0.111,0.458,126.684
Undone - The Sweater Song,Weezer,71,0.457,0.618,6,-6.682,1,0.0296,0.00114,0.00257,0.0679,0.579,80.184
Undone,Electro Group,1,0.137,0.852,7,-4.254,0,0.0499,2.57e-05,0.619,0.275,0.447,179.995
Under The Sun (with J. Cole & Lute feat. DaBaby),Dreamville,76,0.691,0.64,0,-6.441,1,0.369,0.511,0.0,0.409,0.163,138.672
Under the Sea,bb sway,33,0.354,0.649,6,-5.356,0,0.0321,0.21,0.0122,0.272,0.361,145.584
Under the Bridge,Red Hot Chili Peppers,87,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581
Understand,Dead Calm,32,0.556,0.449,9,-12.03,1,0.031,0.41,0.00105,0.135,0.209,79.992
Under Pressure - Remastered 2011,Queen,84,0.671,0.712,2,-7.815,1,0.0476,0.429,0.0,0.103,0.462,113.805
Under My Thumb,The Rolling Stones,43,0.719,0.642,6,-8.892,0,0.034,0.297,0.135,0.0902,0.813,126.944
UNDERGROUND,Kayzo,23,0.408,0.946,3,-2.97,0,0.187,0.00368,0.527,0.337,0.0874,150.024
Under Enemy Arms,Trippie Redd,33,0.751,0.776,9,-5.266,0,0.0357,0.223,0.0,0.0507,0.603,129.987
The Underdog (feat. Mista Dc),Travis Thompson,24,0.706,0.803,8,-4.345,0,0.271,0.28,0.00218,0.157,0.718,92.053
Undercover Martyn,Two Door Cinema Club,0,0.439,0.86,11,-4.824,0,0.168,0.00043,1.68e-05,0.0783,0.578,159.821
Under Control,The Strokes,59,0.406,0.72,1,-4.647,1,0.0291,0.354,0.795,0.0541,0.641,91.336
Under Clouds Of Blood,Vomitory,10,0.236,0.995,2,-4.859,1,0.114,1.92e-06,0.919,0.307,0.0294,111.319
Uncle Rukus,ShooterGang Kony,30,0.917,0.885,11,-5.861,0,0.207,0.123,0.0,0.108,0.624,111.665
Unbothered,Ski Mask The Slump God,77,0.884,0.445,1,-10.58,0,0.418,0.222,0.0,0.112,0.851,125.008
Unbelievable - 2005 Remaster,The Notorious B.I.G.,54,0.749,0.788,6,-7.705,0,0.245,0.181,0.00202,0.277,0.786,182.884
Um Yea,Quality Control,43,0.948,0.5,2,-6.295,1,0.235,0.0161,0.0,0.109,0.235,133.056
Ummo,Electro Group,0,0.424,0.923,1,-8.94,0,0.0446,6.58e-06,0.948,0.332,0.515,130.336
u mean even less to me now,lieu,40,0.75,0.638,10,-0.166,1,0.0453,0.0503,0.0,0.214,0.718,138.133
Umbrella,Rihanna,86,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028
Ultralight Beam,Kanye West,72,0.592,0.403,0,-8.768,0,0.414,0.62,0.0,0.54,0.391,105.169
Ultimately,khai dreams,0,0.734,0.222,5,-17.287,1,0.229,0.896,0.0,0.343,0.62,106.946
Ultimate,Denzel Curry,65,0.493,0.826,9,-3.106,1,0.311,0.095,3.42e-06,0.252,0.75,112.865
